2020-12-28,326316.0
2020-12-29,329605.0
2020-12-30,333505.0
2020-12-31,336802.0
2021-01-01,339394.0
2021-01-02,341800.0
2021-01-03,343255.0
2021-01-04,344802.0
2021-01-05,348286.0
2021-01-06,352188.0
2021-01-07,356267.0
2021-01-08,360047.0
2021-01-09,363584.0
2021-01-10,365652.0
2021-01-11,367385.0
2021-01-12,371449.0
2021-01-13,375536.0
2021-01-14,379451.0
2021-01-15,383130.0
2021-01-16,386839.0
2021-01-17,388892.0
2021-01-18,390287.0
2021-01-19,392428.0
2021-01-20,396837.0
2021-01-21,400715.0
2021-01-22,404695.0
2021-01-23,408286.0
2021-01-24,410230.0
2021-01-25,411823.0
2021-01-26,415557.0
2021-01-27,419634.0
2021-01-28,423645.0
2021-01-29,427148.0
2021-01-30,430130.0
2021-01-31,432189.0
2021-02-01,433751.0
2021-02-02,437237.0
2021-02-03,440922.0
2021-02-04,446134.0
2021-02-05,449677.0
2021-02-06,452671.0
2021-02-07,454146.0
2021-02-08,455455.0
2021-02-09,458250.0
2021-02-10,461695.0
2021-02-11,465568.0
2021-02-12,470995.0
2021-02-13,474462.0
2021-02-14,475828.0
2021-02-15,476906.0
2021-02-16,478259.0
2021-02-17,480607.0
2021-02-18,483223.0
2021-02-19,485700.0
2021-02-20,487860.0
2021-02-21,489147.0
2021-02-22,490382.0
2021-02-23,492623.0
2021-02-24,495070.0
2021-02-25,498208.0
2021-02-26,500349.0
2021-02-27,502196.0
2021-02-28,503247.0
2021-03-01,504488.0
2021-03-02,506216.0
2021-03-03,508665.0
2021-03-04,510408.0
2021-03-05,512629.0
2021-03-06,514309.0
2021-03-07,515151.0
